U_Seksyen_ID,Seksyen,U_Negeri_ID,U_Daerah_ID,U_Mukim_ID,Status
10505000,Tiada Seksyen,1,105,10505,1
10506000,Tiada Seksyen,1,105,10506,1
10507000,Tiada Seksyen,1,105,10507,1
10508000,Tiada Seksyen,1,105,10508,1
10509000,Tiada Seksyen,1,105,10509,1
10510000,Tiada Seksyen,1,105,10510,1
10511000,Tiada Seksyen,1,105,10511,1
10512000,Tiada Seksyen,1,105,10512,1
10513000,Tiada Seksyen,1,105,10513,1
10514000,Tiada Seksyen,1,105,10514,1
10540000,Tiada Seksyen,1,105,10540,1
10541000,Tiada Seksyen,1,105,10541,1
10542000,Tiada Seksyen,1,105,10542,1
10543000,Tiada Seksyen,1,105,10543,1
10601000,Tiada Seksyen,1,106,10601,1
10602000,Tiada Seksyen,1,106,10602,1
10603000,Tiada Seksyen,1,106,10603,1
10606000,Tiada Seksyen,1,106,10606,1
10607000,Tiada Seksyen,1,106,10607,1
10610000,Tiada Seksyen,1,106,10610,1
10611000,Tiada Seksyen,1,106,10611,1
10612000,Tiada Seksyen,1,106,10612,1
10613000,Tiada Seksyen,1,106,10613,1
10615000,Tiada Seksyen,1,106,10615,1
10616000,Tiada Seksyen,1,106,10616,1
10617000,Tiada Seksyen,1,106,10617,1
10640000,Tiada Seksyen,1,106,10640,1
10642000,Tiada Seksyen,1,106,10642,1
10643000,Tiada Seksyen,1,106,10643,1
10645000,Tiada Seksyen,1,106,10645,1
10670000,Tiada Seksyen,1,106,10670,1
10701000,Tiada Seksyen,1,107,10701,1
10702000,Tiada Seksyen,1,107,10702,1
10703000,Tiada Seksyen,1,107,10703,1
10704000,Tiada Seksyen,1,107,10704,1
10705000,Tiada Seksyen,1,107,10705,1
10706000,Tiada Seksyen,1,107,10706,1
10707000,Tiada Seksyen,1,107,10707,1
10708000,Tiada Seksyen,1,107,10708,1
10709000,Tiada Seksyen,1,107,10709,1
10710000,Tiada Seksyen,1,107,10710,1
10711000,Tiada Seksyen,1,107,10711,1
10740000,Tiada Seksyen,1,107,10740,1
10741000,Tiada Seksyen,1,107,10741,1
10770000,Tiada Seksyen,1,107,10770,1
10801000,Tiada Seksyen,1,108,10801,1
10802000,Tiada Seksyen,1,108,10802,1
10803000,Tiada Seksyen,1,108,10803,1
10804000,Tiada Seksyen,1,108,10804,1
10805000,Tiada Seksyen,1,108,10805,1
10806000,Tiada Seksyen,1,108,10806,1
10807000,Tiada Seksyen,1,108,10807,1
10808000,Tiada Seksyen,1,108,10808,1
10809000,Tiada Seksyen,1,108,10809,1
10810000,Tiada Seksyen,1,108,10810,1
10811000,Tiada Seksyen,1,108,10811,1
10840000,Tiada Seksyen,1,108,10840,1
10841000,Tiada Seksyen,1,108,10841,1
10842000,Tiada Seksyen,1,108,10842,1
10843000,Tiada Seksyen,1,108,10843,1
10844000,Tiada Seksyen,1,108,10844,1
10845000,Tiada Seksyen,1,108,10845,1
10870000,Tiada Seksyen,1,108,10870,1
12101000,Tiada Seksyen,1,121,12101,1
12102000,Tiada Seksyen,1,121,12102,1
12103000,Tiada Seksyen,1,121,12103,1
12104000,Tiada Seksyen,1,121,12104,1
12140000,Tiada Seksyen,1,121,12140,1
12201000,Tiada Seksyen,1,122,12201,1
12202000,Tiada Seksyen,1,122,12202,1
12203000,Tiada Seksyen,1,122,12203,1
12204000,Tiada Seksyen,1,122,12204,1
12205000,Tiada Seksyen,1,122,12205,1
12206000,Tiada Seksyen,1,122,12206,1
12240000,Tiada Seksyen,1,122,12240,1
12241000,Tiada Seksyen,1,122,12241,1
12242000,Tiada Seksyen,1,122,12242,1
12243000,Tiada Seksyen,1,122,12243,1
12244000,Tiada Seksyen,1,122,12244,1
12270000,Tiada Seksyen,1,122,12270,1
20101000,Tiada Seksyen,2,201,20101,1
20103000,Tiada Seksyen,2,201,20103,1
20107000,Tiada Seksyen,2,201,20107,1
20109000,Tiada Seksyen,2,201,20109,1
20112000,Tiada Seksyen,2,201,20112,1
20115000,Tiada Seksyen,2,201,20115,1
20116000,Tiada Seksyen,2,201,20116,1
20117000,Tiada Seksyen,2,201,20117,1
20118000,Tiada Seksyen,2,201,20118,1
20120000,Tiada Seksyen,2,201,20120,1
20122000,Tiada Seksyen,2,201,20122,1
20123000,Tiada Seksyen,2,201,20123,1
20124000,Tiada Seksyen,2,201,20124,1
20126000,Tiada Seksyen,2,201,20126,1
20127000,Tiada Seksyen,2,201,20127,1
20128000,Tiada Seksyen,2,201,20128,1
20129000,Tiada Seksyen,2,201,20129,1
20130000,Tiada Seksyen,2,201,20130,1
20133000,Tiada Seksyen,2,201,20133,1
20140001,SEKSYEN 1,2,201,20140,1
20140002,SEKSYEN 2,2,201,20140,1
20140003,SEKSYEN 3,2,201,20140,1
20140004,SEKSYEN 4,2,201,20140,1
20140005,SEKSYEN 5,2,201,20140,1
20140009,SEKSYEN 9,2,201,20140,1
20140010,SEKSYEN 10,2,201,20140,1
20140011,SEKSYEN 11,2,201,20140,1
20140014,SEKSYEN 14,2,201,20140,1
20140015,SEKSYEN 15,2,201,20140,1
20140016,SEKSYEN 16,2,201,20140,1
20140017,SEKSYEN 17,2,201,20140,1
20140018,SEKSYEN 18,2,201,20140,1
20140019,SEKSYEN 19,2,201,20140,1
20140020,SEKSYEN 20,2,201,20140,1
20140021,SEKSYEN 21,2,201,20140,1
20140022,SEKSYEN 22,2,201,20140,1
20140023,SEKSYEN 23,2,201,20140,1
20140024,SEKSYEN 24,2,201,20140,1
20140025,SEKSYEN 25,2,201,20140,1
20140026,SEKSYEN 26,2,201,20140,1
20140027,SEKSYEN 27,2,201,20140,1
20140028,SEKSYEN 28,2,201,20140,1
20140030,SEKSYEN 30,2,201,20140,1
20140031,SEKSYEN 31,2,201,20140,1
20140032,SEKSYEN 32,2,201,20140,1
20140033,SEKSYEN 33,2,201,20140,1
20140034,SEKSYEN 34,2,201,20140,1
20140035,SEKSYEN 35,2,201,20140,1
20140036,SEKSYEN 36,2,201,20140,1
20140037,SEKSYEN 37,2,201,20140,1
20140038,SEKSYEN 38,2,201,20140,1
20140039,SEKSYEN 39,2,201,20140,1
20140040,SEKSYEN 40,2,201,20140,1
20140041,SEKSYEN 41,2,201,20140,1
20140042,SEKSYEN 42,2,201,20140,1
20140043,SEKSYEN 43,2,201,20140,1
20140044,SEKSYEN 44,2,201,20140,1
20140045,SEKSYEN 45,2,201,20140,1
20140046,SEKSYEN 46,2,201,20140,1
20140047,SEKSYEN 47,2,201,20140,1
20140048,SEKSYEN 48,2,201,20140,1
20140049,SEKSYEN 49,2,201,20140,1
20140050,SEKSYEN 50,2,201,20140,1
20140051,SEKSYEN 51,2,201,20140,1
20140052,SEKSYEN 52,2,201,20140,1
20140053,SEKSYEN 53,2,201,20140,1
20140054,SEKSYEN 54,2,201,20140,1
20140055,SEKSYEN 55,2,201,20140,1
20141001,SEKSYEN 1,2,201,20141,1
20141002,SEKSYEN 2,2,201,20141,1
20143000,Tiada Seksyen,2,201,20143,1
20147001,SEKSYEN 1,2,201,20147,1
20147002,SEKSYEN 2,2,201,20147,1
20148000,Tiada Seksyen,2,201,20148,1
20149001,SEKSYEN 1,2,201,20149,1
20149002,SEKSYEN 2,2,201,20149,1
20150000,Tiada Seksyen,2,201,20150,1
20170001,SEKSYEN 1,2,201,20170,1
20170002,SEKSYEN 2,2,201,20170,1
20172001,SEKSYEN 1,2,201,20172,1
20172002,SEKSYEN 2,2,201,20172,1
20172003,SEKSYEN 3,2,201,20172,1
20172004,SEKSYEN 4,2,201,20172,1
20172005,SEKSYEN 5,2,201,20172,1
20172006,SEKSYEN 6,2,201,20172,1
20175000,Tiada Seksyen,2,201,20175,1
20201000,Tiada Seksyen,2,202,20201,1
20202000,Tiada Seksyen,2,202,20202,1
20203000,Tiada Seksyen,2,202,20203,1
20204000,Tiada Seksyen,2,202,20204,1
20205000,Tiada Seksyen,2,202,20205,1
20206000,Tiada Seksyen,2,202,20206,1
20207000,Tiada Seksyen,2,202,20207,1
20208000,Tiada Seksyen,2,202,20208,1
20209000,Tiada Seksyen,2,202,20209,1
20210000,Tiada Seksyen,2,202,20210,1
20211000,Tiada Seksyen,2,202,20211,1
20212000,Tiada Seksyen,2,202,20212,1
20213000,Tiada Seksyen,2,202,20213,1
20214000,Tiada Seksyen,2,202,20214,1
20215000,Tiada Seksyen,2,202,20215,1
20216000,Tiada Seksyen,2,202,20216,1
20217000,Tiada Seksyen,2,202,20217,1
20218000,Tiada Seksyen,2,202,20218,1
20219000,Tiada Seksyen,2,202,20219,1
20220000,Tiada Seksyen,2,202,20220,1
20221000,Tiada Seksyen,2,202,20221,1
20240000,Tiada Seksyen,2,202,20240,1
20241001,SEKSYEN 1,2,202,20241,1
20241002,SEKSYEN 2,2,202,20241,1
20241003,SEKSYEN 3,2,202,20241,1
20241004,SEKSYEN 4,2,202,20241,1
20241005,SEKSYEN 5,2,202,20241,1
20241006,SEKSYEN 6,2,202,20241,1
20241007,SEKSYEN 7,2,202,20241,1
20241008,SEKSYEN 8,2,202,20241,1
20241009,SEKSYEN 9,2,202,20241,1
20241010,SEKSYEN 10,2,202,20241,1
20241011,SEKSYEN 11,2,202,20241,1
20241012,SEKSYEN 12,2,202,20241,1
20241013,SEKSYEN 13,2,202,20241,1
20241014,SEKSYEN 14,2,202,20241,1
20241015,SEKSYEN 15,2,202,20241,1
20242000,Tiada Seksyen,2,202,20242,1
20243000,Tiada Seksyen,2,202,20243,1
20244000,Tiada Seksyen,2,202,20244,1
20245000,Tiada Seksyen,2,202,20245,1
20246000,Tiada Seksyen,2,202,20246,1
20247000,Tiada Seksyen,2,202,20247,1
20270000,Tiada Seksyen,2,202,20270,1
20276000,Tiada Seksyen,2,202,20276,1
20281000,Tiada Seksyen,2,202,20281,1
20289001,SEKSYEN 1,2,202,20289,1
20289002,SEKSYEN 2,2,202,20289,1
20290000,Tiada Seksyen,2,202,20290,1
20291000,Tiada Seksyen,2,202,20291,1
20292000,Tiada Seksyen,2,202,20292,1
20301000,Tiada Seksyen,2,203,20301,1
20302000,Tiada Seksyen,2,203,20302,1
20303000,Tiada Seksyen,2,203,20303,1
20304000,Tiada Seksyen,2,203,20304,1
20305000,Tiada Seksyen,2,203,20305,1
20306000,Tiada Seksyen,2,203,20306,1
20307000,Tiada Seksyen,2,203,20307,1
20308000,Tiada Seksyen,2,203,20308,1
20309000,Tiada Seksyen,2,203,20309,1
20310000,Tiada Seksyen,2,203,20310,1
20311000,Tiada Seksyen,2,203,20311,1
20340001,SEKSYEN 1,2,203,20340,1
20340002,SEKSYEN 2,2,203,20340,1
20370000,Tiada Seksyen,2,203,20370,1
20371000,Tiada Seksyen,2,203,20371,1
20372000,Tiada Seksyen,2,203,20372,1
20373000,Tiada Seksyen,2,203,20373,1
20374000,Tiada Seksyen,2,203,20374,1
20375000,Tiada Seksyen,2,203,20375,1
20401000,Tiada Seksyen,2,204,20401,1
20402000,Tiada Seksyen,2,204,20402,1
20403000,Tiada Seksyen,2,204,20403,1
20405000,Tiada Seksyen,2,204,20405,1
20406000,Tiada Seksyen,2,204,20406,1
20440001,SEKSYEN 1,2,204,20440,1
20440002,SEKSYEN 2,2,204,20440,1
20440003,SEKSYEN 3,2,204,20440,1
20440004,SEKSYEN 4,2,204,20440,1
20440005,SEKSYEN 5,2,204,20440,1
20440006,SEKSYEN 6,2,204,20440,1
20441001,SEKSYEN 1,2,204,20441,1
20441002,SEKSYEN 2,2,204,20441,1
20441003,SEKSYEN 3,2,204,20441,1
20441004,SEKSYEN 4,2,204,20441,1
20442001,SEKSYEN 1,2,204,20442,1
20442002,SEKSYEN 2,2,204,20442,1
20442003,SEKSYEN 3,2,204,20442,1
20472000,Tiada Seksyen,2,204,20472,1
20501000,Tiada Seksyen,2,205,20501,1
20502000,Tiada Seksyen,2,205,20502,1
20503000,Tiada Seksyen,2,205,20503,1
20504000,Tiada Seksyen,2,205,20504,1
20505000,Tiada Seksyen,2,205,20505,1
20506000,Tiada Seksyen,2,205,20506,1
20507000,Tiada Seksyen,2,205,20507,1
20508000,Tiada Seksyen,2,205,20508,1
20509000,Tiada Seksyen,2,205,20509,1
20510000,Tiada Seksyen,2,205,20510,1
20511000,Tiada Seksyen,2,205,20511,1
20512000,Tiada Seksyen,2,205,20512,1
20513000,Tiada Seksyen,2,205,20513,1
20514000,Tiada Seksyen,2,205,20514,1
20515000,Tiada Seksyen,2,205,20515,1
20516000,Tiada Seksyen,2,205,20516,1
20540001,SEKSYEN 1,2,205,20540,1
20540002,SEKSYEN 2,2,205,20540,1
20540003,SEKSYEN 3,2,205,20540,1
20540004,SEKSYEN 4,2,205,20540,1
20540005,SEKSYEN 5,2,205,20540,1
20540006,SEKSYEN 6,2,205,20540,1
20540007,SEKSYEN 7,2,205,20540,1
20540008,SEKSYEN 8,2,205,20540,1
20540009,SEKSYEN 9,2,205,20540,1
20540010,SEKSYEN 10,2,205,20540,1
20540011,SEKSYEN 11,2,205,20540,1
20540012,SEKSYEN 12,2,205,20540,1
20541001,SEKSYEN 1,2,205,20541,1
20541002,SEKSYEN 2,2,205,20541,1
20541003,SEKSYEN 3,2,205,20541,1
20541004,SEKSYEN 4,2,205,20541,1
20541005,SEKSYEN 5,2,205,20541,1
20541006,SEKSYEN 6,2,205,20541,1
20541007,SEKSYEN 7,2,205,20541,1
20541008,SEKSYEN 8,2,205,20541,1
20541009,SEKSYEN 9,2,205,20541,1
20541010,SEKSYEN 10,2,205,20541,1
20541011,SEKSYEN 11,2,205,20541,1
20545001,SEKSYEN 1,2,205,20545,1
20545002,SEKSYEN 2,2,205,20545,1
20545003,SEKSYEN 3,2,205,20545,1
20545004,SEKSYEN 4,2,205,20545,1
20545005,SEKSYEN 5,2,205,20545,1
20546001,SEKSYEN 1,2,205,20546,1
20546002,SEKSYEN 2,2,205,20546,1
20546003,SEKSYEN 3,2,205,20546,1
20546004,SEKSYEN 4,2,205,20546,1
20546005,SEKSYEN 5,2,205,20546,1
20546006,SEKSYEN 6,2,205,20546,1
20546007,SEKSYEN 7,2,205,20546,1
20546008,SEKSYEN 8,2,205,20546,1
20546009,SEKSYEN 9,2,205,20546,1
20546010,SEKSYEN 10,2,205,20546,1
20546011,SEKSYEN 11,2,205,20546,1
20546012,SEKSYEN 12,2,205,20546,1
20546013,SEKSYEN 13,2,205,20546,1
20546014,SEKSYEN 14,2,205,20546,1
20546015,SEKSYEN 15,2,205,20546,1
20546016,SEKSYEN 16,2,205,20546,1
20546017,SEKSYEN 17,2,205,20546,1
20546018,SEKSYEN 18,2,205,20546,1
20546019,SEKSYEN 19,2,205,20546,1
20546020,SEKSYEN 20,2,205,20546,1
20546021,SEKSYEN 21,2,205,20546,1
20546022,SEKSYEN 22,2,205,20546,1
20546023,SEKSYEN 23,2,205,20546,1
20546024,SEKSYEN 24,2,205,20546,1
20546025,SEKSYEN 25,2,205,20546,1
20546026,SEKSYEN 26,2,205,20546,1
20546027,SEKSYEN 27,2,205,20546,1
20546028,SEKSYEN 28,2,205,20546,1
20546029,SEKSYEN 29,2,205,20546,1
20546030,SEKSYEN 30,2,205,20546,1
20546031,SEKSYEN 31,2,205,20546,1
20546032,SEKSYEN 32,2,205,20546,1
20546033,SEKSYEN 33,2,205,20546,1
20546034,SEKSYEN 34,2,205,20546,1
20546035,SEKSYEN 35,2,205,20546,1
20546036,SEKSYEN 36,2,205,20546,1
20546037,SEKSYEN 37,2,205,20546,1
20546038,SEKSYEN 38,2,205,20546,1
20546039,SEKSYEN 39,2,205,20546,1
20546040,SEKSYEN 40,2,205,20546,1
20546041,SEKSYEN 41,2,205,20546,1
20546042,SEKSYEN 42,2,205,20546,1
20546043,SEKSYEN 43,2,205,20546,1
20546044,SEKSYEN 44,2,205,20546,1
20546045,SEKSYEN 45,2,205,20546,1
20546046,SEKSYEN 46,2,205,20546,1
20546047,SEKSYEN 47,2,205,20546,1
20546048,SEKSYEN 48,2,205,20546,1
20546049,SEKSYEN 49,2,205,20546,1
20546050,SEKSYEN 50,2,205,20546,1
20546051,SEKSYEN 51,2,205,20546,1
20546052,SEKSYEN 52,2,205,20546,1
20546053,SEKSYEN 53,2,205,20546,1
20546054,SEKSYEN 54,2,205,20546,1
20546055,SEKSYEN 55,2,205,20546,1
20546056,SEKSYEN 56,2,205,20546,1
20546057,SEKSYEN 57,2,205,20546,1
20546058,SEKSYEN 58,2,205,20546,1
20546059,SEKSYEN 59,2,205,20546,1
20546060,SEKSYEN 60,2,205,20546,1
20546061,SEKSYEN 61,2,205,20546,1
20546062,SEKSYEN 62,2,205,20546,1
20546063,SEKSYEN 63,2,205,20546,1
20546064,SEKSYEN 64,2,205,20546,1
20546065,SEKSYEN 65,2,205,20546,1
20546066,SEKSYEN 66,2,205,20546,1
20546067,SEKSYEN 67,2,205,20546,1
20546068,SEKSYEN 68,2,205,20546,1
20548001,SEKSYEN 1,2,205,20548,1
20548002,SEKSYEN 2,2,205,20548,1
20549001,SEKSYEN 1,2,205,20549,1
20549002,SEKSYEN 2,2,205,20549,1
20549003,SEKSYEN 3,2,205,20549,1
20549004,SEKSYEN 4,2,205,20549,1
20549005,SEKSYEN 5,2,205,20549,1
20550001,SEKSYEN 1,2,205,20550,1
20550002,SEKSYEN 2,2,205,20550,1
20550003,SEKSYEN 3,2,205,20550,1
20550004,SEKSYEN 4,2,205,20550,1
20550005,SEKSYEN 5,2,205,20550,1
20550006,SEKSYEN 6,2,205,20550,1
20550007,SEKSYEN 7,2,205,20550,1
20550008,SEKSYEN 8,2,205,20550,1
20550009,SEKSYEN 9,2,205,20550,1
20551000,Tiada Seksyen,2,205,20551,1
20570000,Tiada Seksyen,2,205,20570,1
20571000,Tiada Seksyen,2,205,20571,1
20573001,SEKSYEN 1,2,205,20573,1
20573002,SEKSYEN 2,2,205,20573,1
20573003,SEKSYEN 3,2,205,20573,1
20573004,SEKSYEN 4,2,205,20573,1
20573005,SEKSYEN 5,2,205,20573,1
20573006,SEKSYEN 6,2,205,20573,1
20573007,SEKSYEN 7,2,205,20573,1
20576000,Tiada Seksyen,2,205,20576,1
20601000,Tiada Seksyen,2,206,20601,1
20602000,Tiada Seksyen,2,206,20602,1
20603000,Tiada Seksyen,2,206,20603,1
20604000,Tiada Seksyen,2,206,20604,1
20605000,Tiada Seksyen,2,206,20605,1
20640001,SEKSYEN 1,2,206,20640,1
20640002,SEKSYEN 2,2,206,20640,1
20641001,SEKSYEN 1,2,206,20641,1
20641002,SEKSYEN 2,2,206,20641,1
20641003,SEKSYEN 3,2,206,20641,1
20641004,SEKSYEN 4,2,206,20641,1
20641005,SEKSYEN 5,2,206,20641,1
20641006,SEKSYEN 6,2,206,20641,1
20671000,Tiada Seksyen,2,206,20671,1
20672000,Tiada Seksyen,2,206,20672,1
20674000,Tiada Seksyen,2,206,20674,1
20675000,Tiada Seksyen,2,206,20675,1
20701000,Tiada Seksyen,2,207,20701,1
20702000,Tiada Seksyen,2,207,20702,1
20703000,Tiada Seksyen,2,207,20703,1
20740000,Tiada Seksyen,2,207,20740,1
20770000,Tiada Seksyen,2,207,20770,1
20773000,Tiada Seksyen,2,207,20773,1
20774000,Tiada Seksyen,2,207,20774,1
20775000,Tiada Seksyen,2,207,20775,1
20801000,Tiada Seksyen,2,208,20801,1
20802000,Tiada Seksyen,2,208,20802,1
20803000,Tiada Seksyen,2,208,20803,1
20804000,Tiada Seksyen,2,208,20804,1
20805000,Tiada Seksyen,2,208,20805,1
20806000,Tiada Seksyen,2,208,20806,1
20807000,Tiada Seksyen,2,208,20807,1
20808000,Tiada Seksyen,2,208,20808,1
20840001,SEKSYEN 1,2,208,20840,1
20840002,SEKSYEN 2,2,208,20840,1
20840003,SEKSYEN 3,2,208,20840,1
20840004,SEKSYEN 4,2,208,20840,1
20840005,SEKSYEN 5,2,208,20840,1
20840006,SEKSYEN 6,2,208,20840,1
20840007,SEKSYEN 7,2,208,20840,1
20840008,SEKSYEN 8,2,208,20840,1
20840009,SEKSYEN 9,2,208,20840,1
20840010,SEKSYEN 10,2,208,20840,1
20840011,SEKSYEN 11,2,208,20840,1
20840012,SEKSYEN 12,2,208,20840,1
20840013,SEKSYEN 13,2,208,20840,1
20840014,SEKSYEN 14,2,208,20840,1
20840016,SEKSYEN 16,2,208,20840,1
20840017,SEKSYEN 17,2,208,20840,1
20840018,SEKSYEN 18,2,208,20840,1
20840020,SEKSYEN 20,2,208,20840,1
20840021,SEKSYEN 21,2,208,20840,1
20840022,SEKSYEN 22,2,208,20840,1
20840023,SEKSYEN 23,2,208,20840,1
20840024,SEKSYEN 24,2,208,20840,1
20840025,SEKSYEN 25,2,208,20840,1
20840026,SEKSYEN 26,2,208,20840,1
20841000,Tiada Seksyen,2,208,20841,1
20842000,Tiada Seksyen,2,208,20842,1
20872001,SEKSYEN 1,2,208,20872,1
20872002,SEKSYEN 2,2,208,20872,1
20872003,SEKSYEN 3,2,208,20872,1
20872004,SEKSYEN 4,2,208,20872,1
20872005,SEKSYEN 5,2,208,20872,1
20872006,SEKSYEN 6,2,208,20872,1
20872007,SEKSYEN 7,2,208,20872,1
20872008,SEKSYEN 8,2,208,20872,1
20872009,SEKSYEN 9,2,208,20872,1
20872010,SEKSYEN 10,2,208,20872,1
20872011,SEKSYEN 11,2,208,20872,1
20872012,SEKSYEN 12,2,208,20872,1
20872013,SEKSYEN 13,2,208,20872,1
20872014,SEKSYEN 14,2,208,20872,1
20874000,Tiada Seksyen,2,208,20874,1
20875000,Tiada Seksyen,2,208,20875,1
20876000,Tiada Seksyen,2,208,20876,1
20878000,Tiada Seksyen,2,208,20878,1
20879000,Tiada Seksyen,2,208,20879,1
20880000,Tiada Seksyen,2,208,20880,1
20901000,Tiada Seksyen,2,209,20901,1
20902000,Tiada Seksyen,2,209,20902,1
20903000,Tiada Seksyen,2,209,20903,1
20905000,Tiada Seksyen,2,209,20905,1
20907000,Tiada Seksyen,2,209,20907,1
20908000,Tiada Seksyen,2,209,20908,1
20909000,Tiada Seksyen,2,209,20909,1
20910000,Tiada Seksyen,2,209,20910,1
20911000,Tiada Seksyen,2,209,20911,1
20912000,Tiada Seksyen,2,209,20912,1
20913000,Tiada Seksyen,2,209,20913,1
20914000,Tiada Seksyen,2,209,20914,1
20915000,Tiada Seksyen,2,209,20915,1
20940001,SEKSYEN 1,2,209,20940,1
20940002,SEKSYEN 2,2,209,20940,1
20940003,SEKSYEN 3,2,209,20940,1
20940004,SEKSYEN 4,2,209,20940,1
20940005,SEKSYEN 5,2,209,20940,1
20940006,SEKSYEN 6,2,209,20940,1
20940008,SEKSYEN 8,2,209,20940,1
20940009,SEKSYEN 9,2,209,20940,1
20940010,SEKSYEN 10,2,209,20940,1
20940011,SEKSYEN 11,2,209,20940,1
20940012,SEKSYEN 12,2,209,20940,1
20940013,SEKSYEN 13,2,209,20940,1
20940014,SEKSYEN 14,2,209,20940,1
20940016,SEKSYEN 16,2,209,20940,1
20940017,SEKSYEN 17,2,209,20940,1
20940018,SEKSYEN 18,2,209,20940,1
20940019,SEKSYEN 19,2,209,20940,1
20940020,SEKSYEN 20,2,209,20940,1
20940021,SEKSYEN 21,2,209,20940,1
20940022,SEKSYEN 22,2,209,20940,1
20940023,SEKSYEN 23,2,209,20940,1
20940024,SEKSYEN 24,2,209,20940,1
20940025,SEKSYEN 25,2,209,20940,1
20940026,SEKSYEN 26,2,209,20940,1
20940027,SEKSYEN 27,2,209,20940,1
20940030,SEKSYEN 30,2,209,20940,1
20940031,SEKSYEN 31,2,209,20940,1
20940032,SEKSYEN 32,2,209,20940,1
20940033,SEKSYEN 33,2,209,20940,1
20940034,SEKSYEN 34,2,209,20940,1
20940035,SEKSYEN 35,2,209,20940,1
20940036,SEKSYEN 36,2,209,20940,1
20940037,SEKSYEN 37,2,209,20940,1
20940038,SEKSYEN 38,2,209,20940,1
20940039,SEKSYEN 39,2,209,20940,1
20940040,SEKSYEN 40,2,209,20940,1
20940041,SEKSYEN 41,2,209,20940,1
20940042,SEKSYEN 42,2,209,20940,1
20940043,SEKSYEN 43,2,209,20940,1
20940044,SEKSYEN 44,2,209,20940,1
20941001,SEKSYEN 1,2,209,20941,1
20941002,SEKSYEN 2,2,209,20941,1
20941003,SEKSYEN 3,2,209,20941,1
20941004,SEKSYEN 4,2,209,20941,1
20941005,SEKSYEN 5,2,209,20941,1
20941006,SEKSYEN 6,2,209,20941,1
20941007,SEKSYEN 7,2,209,20941,1
20941008,SEKSYEN 8,2,209,20941,1
20941009,SEKSYEN 9,2,209,20941,1
20941010,SEKSYEN 10,2,209,20941,1
20941011,SEKSYEN 11,2,209,20941,1
20942001,SEKSYEN 1,2,209,20942,1
20942002,SEKSYEN 2,2,209,20942,1
20942003,SEKSYEN 3,2,209,20942,1
20942004,SEKSYEN 4,2,209,20942,1
20942005,SEKSYEN 5,2,209,20942,1
20942006,SEKSYEN 6,2,209,20942,1
20942007,SEKSYEN 7,2,209,20942,1
20970001,SEKSYEN 1,2,209,20970,1
20970002,SEKSYEN 2,2,209,20970,1
20970003,SEKSYEN 3,2,209,20970,1
20970004,SEKSYEN 4,2,209,20970,1
20971000,Tiada Seksyen,2,209,20971,1
20972000,Tiada Seksyen,2,209,20972,1
20973000,Tiada Seksyen,2,209,20973,1
